Crop,N,P,K,pH,Temperature,Humidity,Rainfall,Yield_tons_per_hectare
Soybean,74.63,59.84,42.37,6.13,32.15,65.07,103.68,2.03
Sugarcane,242.74,122.62,92.1,7.81,30.54,66.57,226.19,7.46
Onion,162.49,56.4,38.67,6.74,18.19,58.83,64.25,1.57
Cotton,103.62,47.04,65.57,7.38,26.85,53.35,111.17,2.72
Rice,65.26,51.93,25.03,6.67,30.73,90.84,180.79,2.75
Soybean,56.48,79.29,91.64,6.92,19.69,78.01,82.81,1.55
Soybean,85.62,67.11,51.31,6.2,31.3,64.72,192.73,1.77
Soybean,86.47,35.48,33.32,6.24,33.6,83.08,173.71,1.85
Groundnut,35.64,75.33,54.03,6.21,34.43,68.15,112.12,1.37
Onion,83.52,43.28,59.14,7.22,14.78,45.53,52.43,1.65
Rice,115.88,34.39,45.1,6.71,22.88,94.6,166.76,3.26
Rice,76.21,33.25,17.78,6.6,39.27,84.14,213.52,2.86
Cotton,117.76,53.15,68.74,7.25,18.92,53.99,60.15,2.28
Sugarcane,178.27,86.88,73.33,7.76,26.61,68.76,326.53,7.27
Tomato,58.96,87.71,112.96,7.28,27.34,58.98,117.54,1.95
Potato,124.02,57.78,87.46,6.08,15.78,70.12,135.46,2.53
Sugarcane,264.91,90.99,106.72,6.78,33.84,70.24,214.44,7.52
Groundnut,0.0,0.94,54.7,6.02,23.77,87.32,136.51,1.0
Tomato,98.76,68.92,45.34,6.24,23.81,72.13,112.88,2.49
Onion,127.62,16.97,44.44,6.54,27.06,60.41,121.88,1.68
Tomato,64.95,58.69,45.15,6.68,20.35,81.87,110.96,2.3
Sugarcane,236.0,82.56,117.89,7.43,28.17,61.64,312.08,7.23
Sugarcane,176.84,104.89,120.12,7.26,31.19,85.32,326.86,7.35
Cotton,59.88,23.95,56.18,6.53,19.59,73.48,146.4,1.82
Potato,149.02,44.27,123.15,5.03,20.55,56.62,129.3,2.42
Maize,100.98,67.03,62.56,7.03,25.35,69.96,149.46,3.9
Wheat,71.68,83.24,63.79,7.31,23.97,65.56,109.45,2.41
Maize,106.45,64.03,56.45,7.1,26.96,47.45,151.89,3.41
Maize,110.69,53.28,50.03,7.51,20.23,53.71,150.03,3.58
Onion,136.71,48.27,21.08,6.18,22.94,74.95,190.79,1.34
Wheat,124.19,39.4,42.03,6.51,18.33,51.18,273.94,2.48
Soybean,109.63,46.81,94.66,6.67,30.18,64.09,178.82,1.69
Rice,68.63,18.4,35.25,6.34,32.35,77.68,103.92,3.1
Soybean,118.79,26.68,86.09,7.2,22.85,58.83,182.65,1.23
Cotton,79.95,23.7,70.12,7.73,29.87,65.18,102.41,2.17
Onion,63.21,48.06,35.08,6.72,20.85,61.86,205.38,2.02
Cotton,142.48,85.9,98.39,6.99,27.38,57.35,109.47,1.66
Maize,158.9,38.68,52.75,6.3,24.59,66.91,162.36,3.3
Maize,114.36,79.16,38.85,7.08,25.05,63.02,197.38,3.44
Tomato,132.01,51.61,130.73,5.93,22.21,66.83,52.41,2.66
Cotton,87.14,2.4,83.9,6.68,27.48,61.77,101.76,1.92
Rice,153.94,0.0,14.28,5.95,36.95,73.55,212.01,1.8
Groundnut,48.1,49.75,45.06,6.84,29.2,52.65,115.6,1.98
Potato,166.95,83.04,72.59,6.36,22.36,78.13,155.7,2.84
Maize,175.66,94.8,51.34,6.73,28.16,63.67,177.48,3.69
Rice,64.62,44.41,41.6,6.98,24.94,60.0,184.47,3.28
Maize,178.92,56.14,60.84,7.37,28.76,57.09,145.84,3.58
Groundnut,78.76,50.28,36.69,5.52,25.18,52.85,101.36,0.83
Tomato,110.14,39.82,98.8,6.07,21.14,72.82,97.31,3.12
Rice,107.92,40.34,47.36,5.32,34.16,85.12,196.34,3.15
Tomato,140.64,51.67,87.6,7.02,26.27,67.47,134.83,3.02
Cotton,123.52,26.74,81.73,7.23,33.82,55.33,101.53,1.83
Potato,129.16,104.16,103.96,5.95,24.48,85.9,113.21,2.45
Tomato,70.24,69.19,86.83,7.07,25.91,67.55,111.72,3.13
Onion,102.48,61.94,9.58,6.39,24.59,48.85,127.47,1.49
Groundnut,0.0,35.42,70.55,6.37,22.45,67.75,141.49,1.02
Wheat,148.78,80.13,77.03,6.66,14.1,43.07,117.22,2.39
Groundnut,21.41,49.06,74.66,6.03,26.76,41.82,211.4,1.11
Onion,78.79,63.91,54.92,7.62,25.6,64.19,152.2,1.96
Sugarcane,180.2,119.26,95.55,7.15,30.71,71.19,228.27,7.71
Maize,104.13,48.77,63.49,6.76,29.96,68.58,113.31,3.32
Onion,116.04,54.68,40.63,6.66,19.2,51.75,26.86,1.85
Wheat,93.86,71.51,48.1,6.34,17.96,80.94,145.22,2.75
Onion,105.06,21.9,78.98,6.68,15.45,59.88,89.69,1.75
Maize,129.58,122.41,31.26,7.11,15.13,63.76,198.36,2.89
Soybean,124.97,68.69,43.65,6.71,23.03,82.51,180.76,1.86
Onion,118.35,20.46,79.34,6.75,27.13,72.5,150.49,1.31
Onion,72.39,94.97,19.61,6.25,22.22,65.45,73.0,1.55
Soybean,107.06,59.64,44.63,6.49,23.51,53.02,145.05,2.12
Wheat,115.38,14.7,48.57,7.45,12.81,66.96,127.73,2.46
Groundnut,9.42,27.29,68.68,6.61,30.22,69.09,125.14,1.39
Sugarcane,180.08,127.55,125.77,7.39,28.56,62.76,261.43,7.47
Sugarcane,165.17,120.36,90.57,7.01,24.12,67.48,282.34,7.34
Groundnut,37.08,39.98,17.93,6.23,25.18,62.11,83.94,1.44
Groundnut,34.77,57.04,64.48,6.03,29.73,78.04,128.6,1.73
Groundnut,11.38,35.59,36.81,6.17,32.35,52.7,95.57,1.65
Cotton,106.47,49.78,74.77,6.44,22.28,39.12,130.33,2.54
Sugarcane,222.97,122.87,129.08,7.27,29.68,89.76,214.95,6.88
Tomato,109.83,50.89,80.97,6.07,25.85,64.31,181.41,2.55
Onion,95.82,43.3,54.62,7.26,23.33,63.71,134.56,2.04
Potato,158.08,87.75,112.93,5.18,16.25,78.76,135.42,2.28
Onion,111.25,57.95,59.34,6.4,14.91,73.04,62.88,1.61
Rice,52.95,63.02,44.24,6.67,31.45,79.58,250.63,2.61
Wheat,87.43,37.18,68.43,7.25,17.64,57.68,213.4,2.39
Groundnut,38.86,36.29,61.92,6.51,20.01,57.39,-3.95,1.55
Potato,211.42,36.39,71.46,6.08,17.91,70.89,63.12,2.0
Sugarcane,226.63,156.94,126.15,6.55,29.94,80.92,215.59,6.89
Tomato,141.1,84.75,96.04,6.64,20.81,57.07,130.95,2.49
Tomato,110.78,82.44,107.38,5.88,22.95,65.67,135.75,2.15
Sugarcane,156.17,97.65,115.72,7.24,33.36,76.97,313.81,7.58
Rice,57.19,57.67,50.16,7.75,24.01,78.83,148.39,2.64
Groundnut,41.57,54.11,50.83,6.46,25.82,57.57,51.46,1.38
Soybean,78.3,63.94,64.22,6.8,33.79,60.27,118.37,1.83
Wheat,158.32,49.95,83.1,7.73,22.07,62.93,151.93,2.45
Soybean,66.88,57.05,86.49,5.98,27.02,77.11,115.78,1.93
Cotton,54.86,76.5,92.62,6.95,23.6,62.93,62.59,1.68
Onion,98.39,80.36,62.81,6.48,13.59,65.42,112.57,1.67
Cotton,154.19,47.36,24.36,6.8,30.27,58.87,111.17,1.87
Rice,20.01,41.72,33.23,6.62,30.46,92.41,152.22,2.51
Onion,82.78,35.29,33.49,7.52,22.74,84.72,99.85,1.48
Groundnut,5.75,70.49,17.32,6.48,25.22,50.7,169.33,1.06
Onion,75.17,48.42,39.84,7.91,27.3,59.09,76.23,1.35
Onion,104.12,35.06,51.76,5.82,21.87,81.99,102.71,1.69
Potato,149.39,78.72,143.84,5.83,11.98,75.21,159.78,2.38
Potato,172.67,119.11,88.09,5.66,8.73,81.62,105.63,2.25
Rice,65.25,74.52,11.33,7.01,32.52,85.27,144.14,2.6
Cotton,103.81,13.39,101.17,6.83,35.41,54.32,169.12,1.81
Sugarcane,206.43,102.88,93.53,6.77,14.67,66.54,285.03,7.17
Groundnut,0.0,21.3,44.18,5.75,33.1,67.35,110.01,1.26
Onion,77.11,34.75,64.22,7.26,25.51,60.29,80.43,1.5
Wheat,143.05,20.77,15.92,6.0,9.29,73.57,189.34,1.86
Wheat,116.82,89.32,70.0,8.06,19.43,53.45,95.94,2.63
Maize,178.08,71.98,42.84,7.43,27.64,63.87,141.67,3.61
Onion,114.18,34.39,25.33,6.56,21.75,78.63,42.0,1.7
Onion,91.67,45.44,80.79,6.84,17.43,73.89,140.76,1.5
Rice,44.21,48.21,39.34,6.26,33.28,74.08,221.08,3.22
Wheat,109.83,23.42,51.94,7.09,25.02,54.79,236.15,2.25
Sugarcane,204.92,95.22,126.94,6.46,32.13,72.56,326.46,7.25
Sugarcane,212.46,83.24,103.76,7.02,28.07,55.13,270.73,7.3
Soybean,46.5,28.89,28.88,6.75,28.26,76.64,78.65,1.7
Wheat,101.54,79.09,68.52,6.67,25.2,65.07,80.65,2.25
Sugarcane,159.57,132.98,79.69,8.14,24.66,63.26,294.0,6.98
Onion,116.67,63.52,33.97,7.22,23.2,61.35,104.73,1.95
Soybean,91.76,16.84,67.82,6.91,24.1,71.17,135.64,1.38
Wheat,107.95,52.74,56.83,6.74,23.31,51.91,195.5,2.9
Maize,190.81,104.68,84.81,6.21,26.72,57.82,344.01,3.04
Rice,122.49,48.71,0.0,6.11,24.57,76.1,217.98,2.55
Potato,71.18,75.26,90.28,6.69,20.96,73.17,161.18,1.77
Groundnut,49.84,42.09,23.85,6.86,28.37,53.35,69.78,1.44
Rice,88.65,40.59,15.93,5.97,24.26,78.04,197.93,3.03
Wheat,116.57,97.62,76.99,7.59,22.32,60.72,170.5,2.59
Wheat,144.24,40.5,74.49,7.08,10.96,60.86,84.69,2.38
Rice,75.22,9.86,38.93,6.53,31.78,75.46,213.72,3.0
Maize,137.45,36.59,47.77,7.17,20.33,62.82,176.48,3.78
Cotton,100.9,55.76,69.83,6.75,22.33,52.15,139.67,2.42
Onion,144.39,68.92,74.81,5.78,29.9,67.67,120.45,1.66
Wheat,120.64,38.59,88.95,6.62,15.07,57.66,130.7,2.56
Tomato,117.05,86.94,89.19,6.07,20.4,66.12,100.79,2.58
Sugarcane,166.95,105.81,90.89,6.72,32.43,83.48,237.72,7.78
Cotton,166.47,59.94,60.62,7.13,21.88,46.28,35.87,1.79
Soybean,43.02,72.48,35.02,6.64,29.74,81.71,112.33,1.84
Soybean,90.28,85.44,65.67,7.15,17.68,63.36,181.59,1.93
Potato,146.25,70.52,115.77,5.01,21.96,75.91,125.56,2.41
Soybean,68.42,60.58,49.08,6.87,26.8,50.91,60.4,1.83
Soybean,93.7,71.14,83.41,5.99,32.55,50.62,130.89,1.83
Groundnut,37.25,43.81,42.36,5.58,31.33,62.5,118.11,1.56
Rice,70.16,50.49,71.8,5.8,20.78,82.66,183.39,2.81
Soybean,79.29,72.44,44.28,5.9,22.05,68.4,67.25,2.01
Wheat,121.82,52.84,64.18,6.19,15.23,48.57,193.99,3.25
Onion,73.58,45.3,36.13,6.91,18.96,67.83,133.25,1.49
Rice,88.15,4.12,34.87,6.34,26.85,76.88,175.25,2.83
Tomato,127.14,65.33,82.3,6.21,29.4,85.25,55.58,2.81
Wheat,105.96,78.51,59.75,7.03,22.47,57.02,233.87,2.81
Tomato,147.95,55.59,77.54,6.91,27.56,57.51,126.38,2.84
Rice,76.09,47.58,38.24,5.38,21.45,89.75,187.78,3.27
Wheat,119.89,43.49,50.66,7.16,22.15,81.88,126.11,3.07
Groundnut,4.19,59.77,43.56,6.14,26.97,53.77,145.2,1.2
Onion,109.53,65.12,77.68,7.29,24.86,58.62,60.71,1.43
Wheat,82.97,59.97,45.45,7.6,17.11,60.94,136.77,2.36
Cotton,132.68,63.91,86.21,7.3,24.2,47.6,142.6,2.4
Cotton,111.58,69.57,59.48,7.55,25.9,57.4,101.69,2.38
Tomato,147.08,30.46,106.51,7.69,22.22,68.73,181.97,2.42
Wheat,119.88,97.94,32.91,6.61,22.09,43.8,131.35,2.39
Cotton,128.85,63.86,36.34,6.65,24.55,52.83,65.12,2.1
Potato,129.17,91.77,99.94,5.51,24.94,89.18,164.52,2.22
Soybean,48.31,81.42,66.45,6.09,22.57,74.57,71.23,1.61
Soybean,48.78,39.83,35.6,6.95,17.23,74.33,142.9,1.95
Rice,87.71,32.42,23.69,7.0,30.48,75.07,245.45,2.97
Potato,149.97,67.91,110.68,5.5,16.51,68.45,163.19,2.44
Maize,116.88,78.13,20.47,7.9,22.44,75.49,190.06,3.36
Onion,65.02,66.87,50.97,7.04,21.55,66.3,55.64,1.68
Sugarcane,187.4,85.89,102.69,7.38,31.25,73.98,270.56,7.69
Maize,152.93,73.32,73.66,6.2,23.41,68.38,100.86,3.86
Soybean,87.64,79.14,72.4,6.71,14.84,71.48,140.59,1.62
Onion,46.31,59.23,25.02,7.83,23.32,78.52,101.56,1.69
Cotton,101.6,70.11,29.23,7.44,31.34,53.46,99.54,2.04
Maize,158.48,94.28,39.32,5.95,37.42,71.72,160.44,3.67
Cotton,128.01,59.85,60.46,7.33,33.45,37.8,131.22,2.22
Groundnut,37.98,50.92,63.72,6.09,26.99,63.16,91.1,1.26
Rice,86.42,44.51,32.7,6.43,12.1,92.08,245.05,2.84
Onion,79.74,78.97,26.9,7.04,19.54,69.1,102.51,1.54
Onion,111.66,40.14,14.32,6.34,16.76,48.96,118.47,1.59
Maize,160.62,80.42,65.13,7.0,20.1,70.8,191.09,4.04
Wheat,120.24,67.66,58.1,7.02,19.91,55.65,158.87,3.04
Rice,67.41,56.71,54.29,6.06,23.18,84.48,170.62,2.71
Rice,131.51,20.67,9.53,6.11,29.16,80.74,294.36,2.18
Tomato,127.08,82.57,66.82,6.85,14.84,87.59,169.74,2.44
Tomato,144.89,86.26,54.23,6.2,30.73,70.67,141.81,2.48
Soybean,106.74,70.26,52.12,5.45,29.2,77.29,68.02,1.66
Onion,115.53,53.89,10.5,6.39,23.57,71.77,70.78,1.62
Onion,73.62,76.48,53.49,6.47,16.22,52.33,190.58,1.57
Wheat,108.01,55.74,47.4,6.95,20.17,60.15,86.87,2.95
Cotton,83.41,36.83,55.92,6.47,29.34,63.95,83.85,1.82
Sugarcane,169.19,91.03,75.37,6.9,27.24,74.85,177.25,7.32
Groundnut,79.83,78.58,28.32,6.53,29.75,59.56,108.85,1.07
Sugarcane,226.5,83.77,114.95,8.03,34.41,90.36,120.82,7.2
Soybean,87.93,80.54,27.49,6.25,30.5,59.4,142.12,1.86
Onion,94.12,61.45,27.69,6.41,21.3,52.99,161.55,1.56
Maize,173.59,52.49,64.08,6.0,32.04,76.35,152.37,3.25
Maize,163.73,39.48,50.7,6.4,23.73,58.56,140.08,3.94
Maize,173.42,40.4,32.48,7.23,29.84,51.15,214.93,3.36
Sugarcane,141.75,91.94,97.28,7.22,23.4,67.37,218.85,7.09
Tomato,104.43,57.35,86.19,7.39,28.35,83.17,95.96,2.56
Cotton,124.04,49.68,84.61,6.56,31.24,53.25,96.95,2.17
Sugarcane,214.71,115.48,92.67,7.37,31.7,82.38,299.35,7.86
Wheat,106.04,89.2,62.34,6.45,16.75,64.66,186.19,2.42
Maize,127.08,59.34,32.73,5.86,13.9,61.18,192.6,3.54
Tomato,79.13,33.09,69.44,6.5,29.04,77.18,101.61,2.54
Rice,54.69,41.49,38.75,7.2,30.47,72.29,161.97,3.08
Onion,53.07,45.4,47.13,7.03,25.06,65.99,18.5,1.43
Potato,131.85,93.05,112.37,5.88,29.8,90.62,212.0,2.3
Onion,113.76,57.71,13.9,6.27,20.89,66.28,93.78,1.73
Wheat,56.9,70.11,61.24,6.91,24.64,49.54,138.16,2.57
Cotton,74.41,9.93,46.94,6.97,26.75,54.82,87.04,1.67
Wheat,124.11,56.67,72.76,6.63,9.9,33.96,129.93,2.71
Cotton,93.03,38.7,38.17,6.06,29.84,52.72,101.82,1.86
Wheat,91.01,60.9,65.69,6.92,26.9,54.25,214.34,2.72
Sugarcane,203.24,118.65,87.52,7.04,23.88,84.35,266.78,7.66
Tomato,126.15,82.06,65.05,6.99,22.01,70.03,156.42,3.14
Potato,174.6,98.29,89.09,6.08,17.52,89.08,142.7,2.53
Groundnut,0.0,77.98,22.77,6.63,22.68,66.18,51.87,1.31
Groundnut,55.36,37.99,51.56,6.67,22.38,49.66,46.43,1.03
Maize,117.72,88.5,61.16,5.95,22.45,53.42,223.08,3.33
Sugarcane,153.67,103.4,112.13,6.72,28.68,65.98,312.2,7.19
Wheat,98.34,58.97,55.85,7.34,26.08,72.24,130.9,2.8
Cotton,144.65,80.54,52.48,7.3,30.12,64.26,182.18,1.68
Tomato,99.28,78.15,82.96,5.39,15.67,76.63,161.96,2.32
Wheat,152.98,56.06,39.55,6.72,13.89,53.84,56.56,2.49
Sugarcane,217.61,73.05,100.34,6.8,33.34,51.86,285.59,6.96
Groundnut,23.7,35.82,32.79,5.44,35.3,47.13,39.62,1.86
Potato,159.68,54.91,97.42,5.88,9.56,67.42,148.68,2.51
Potato,144.34,77.73,83.7,6.55,22.51,82.89,155.59,2.02
Groundnut,62.6,51.15,33.83,6.42,28.12,49.31,83.96,0.93
Tomato,122.58,86.6,44.09,6.56,27.34,78.16,82.69,2.32
Cotton,82.39,73.82,35.81,6.39,25.71,45.24,117.92,2.31
Tomato,83.89,57.07,79.83,6.33,16.11,63.62,88.26,2.8
Maize,162.59,38.96,42.26,6.55,34.77,67.92,126.13,3.27
Tomato,108.64,67.25,89.7,6.6,22.95,68.64,113.55,2.46
Tomato,118.16,48.45,46.94,7.71,25.56,70.13,101.44,2.81
Groundnut,0.0,43.75,20.96,6.56,22.87,71.01,95.04,1.38
Groundnut,42.0,71.18,21.3,6.65,17.69,60.43,72.7,1.07
Soybean,53.19,47.19,46.07,6.24,26.4,61.7,106.16,1.87
Maize,155.46,86.98,67.07,6.92,27.15,68.12,164.27,3.77
Rice,52.57,0.0,19.17,7.2,26.52,82.74,186.3,2.56
Groundnut,32.12,48.63,52.28,5.97,28.86,58.25,94.63,1.51
Sugarcane,193.52,89.18,122.6,6.36,34.45,57.56,276.86,7.16
Sugarcane,216.99,97.57,71.35,7.88,33.88,80.03,217.98,7.49
Soybean,41.5,15.45,18.75,6.04,22.23,65.65,110.48,1.38
Cotton,36.51,53.84,64.71,6.65,34.99,52.58,122.93,2.21
Groundnut,0.0,49.55,55.85,6.15,20.48,55.18,109.45,0.86
Maize,109.42,109.47,59.69,7.54,29.33,68.94,164.55,3.33
Groundnut,73.5,66.51,43.34,6.11,29.49,54.68,124.92,0.97
Potato,139.38,59.45,91.2,5.66,26.46,66.06,169.24,2.04
Potato,151.41,85.8,62.98,5.3,13.23,61.97,154.2,2.3
Potato,118.11,82.48,91.52,5.95,14.86,79.88,231.75,2.42
Groundnut,71.8,21.94,26.49,6.48,34.54,66.5,48.69,0.88
Cotton,110.0,46.71,54.02,6.85,27.93,44.15,169.23,2.2
Potato,147.82,100.7,97.5,6.49,12.85,79.33,191.97,2.13
Onion,94.65,46.85,54.19,7.04,17.44,64.4,179.57,2.06
Wheat,143.82,56.14,102.58,7.51,20.19,62.2,127.06,2.59
Maize,167.79,84.05,46.39,6.06,26.21,72.07,131.07,3.63
Tomato,160.24,35.93,74.33,7.24,24.79,64.74,119.65,2.72
Wheat,113.89,71.95,64.7,7.16,23.31,57.05,102.77,2.87
Cotton,96.03,41.04,80.53,7.64,27.23,55.08,60.91,2.26
Maize,156.64,69.59,42.76,7.16,25.29,90.89,190.39,3.25
Onion,66.64,60.64,37.13,6.51,15.8,60.23,109.7,1.75
Sugarcane,169.4,116.11,76.17,7.42,31.69,65.66,197.33,7.23
Cotton,83.2,46.19,83.75,7.24,23.42,54.46,73.26,2.42
Wheat,166.1,43.1,59.38,7.46,20.12,65.62,152.58,2.4
Wheat,123.57,82.55,66.29,7.81,11.14,63.79,117.6,2.46
Rice,120.03,34.9,32.97,6.67,17.24,93.55,295.22,2.99
Onion,112.36,45.67,28.5,7.4,26.58,69.5,116.68,1.81
Rice,64.22,90.02,34.29,6.29,33.6,79.71,199.05,2.9
Tomato,140.36,74.59,51.65,6.7,18.97,65.45,128.78,2.57
Tomato,139.63,75.41,96.91,5.83,35.81,69.75,180.65,2.02
Soybean,72.04,30.79,32.77,6.53,24.33,83.14,218.45,1.63
Tomato,105.37,39.38,103.12,6.58,24.16,73.12,104.44,2.46
Sugarcane,201.53,94.66,106.94,6.38,30.93,68.11,257.57,7.92
Rice,63.31,63.93,5.18,7.27,34.19,71.13,156.09,2.2
Onion,127.64,43.39,41.92,6.24,31.06,55.27,101.21,1.76
Cotton,88.04,37.98,62.61,7.28,26.26,71.26,81.15,2.39
Onion,47.31,34.46,33.67,6.25,23.42,63.9,-13.94,1.9
Onion,105.28,50.02,76.2,7.29,20.51,45.47,128.22,1.58
Potato,187.18,64.48,90.96,5.33,11.69,73.91,139.89,2.09
Maize,211.59,82.07,50.2,5.42,29.13,94.95,170.6,3.22
Groundnut,34.9,21.37,49.24,6.95,23.65,53.61,96.02,1.4
Soybean,34.63,52.3,38.26,7.18,31.78,83.97,170.09,1.78
Sugarcane,173.77,126.52,106.96,6.58,25.43,62.36,147.4,7.19
Tomato,82.86,44.88,80.78,6.41,20.43,85.19,43.67,2.27
Cotton,113.74,37.48,56.7,6.46,29.69,57.26,125.96,2.13
Maize,127.47,66.74,69.33,7.58,30.56,70.06,229.11,3.25
Potato,128.59,90.49,97.64,6.17,22.9,83.24,95.45,2.28
Onion,72.38,34.45,15.78,6.87,13.08,68.94,167.92,1.6
Onion,101.56,80.69,56.55,6.37,22.63,84.6,45.37,1.44
Wheat,138.45,55.52,49.36,6.37,10.25,45.44,230.75,2.59
Soybean,21.13,83.68,74.7,7.11,23.89,67.31,136.88,1.83
Groundnut,13.35,34.91,53.91,6.8,26.74,66.7,105.62,1.35
Onion,75.12,26.92,37.7,6.31,23.42,77.18,110.2,1.47
Rice,105.66,45.94,49.9,6.24,33.67,91.28,190.8,3.13
Sugarcane,233.04,90.69,98.38,7.24,24.51,79.42,301.13,7.39
Tomato,130.2,87.97,71.9,6.68,21.15,64.03,137.09,2.7
Maize,166.65,71.52,59.3,7.63,30.3,68.38,205.25,3.61
Onion,95.22,59.85,51.75,7.2,28.34,63.98,-0.46,2.2
Maize,130.43,73.9,64.55,7.5,34.03,61.36,239.48,3.55
Potato,232.3,102.01,96.45,5.6,4.87,81.75,200.42,2.08
Maize,79.4,44.84,59.62,7.69,24.72,75.92,128.28,3.23
Maize,141.76,93.75,39.2,7.64,23.46,54.3,128.18,3.4
Tomato,131.12,47.8,63.59,6.94,7.94,65.7,53.29,2.38
Tomato,127.31,55.9,74.09,7.09,23.93,88.06,155.61,2.63
Maize,208.02,75.56,87.43,6.67,26.36,69.32,171.59,3.43
Potato,207.98,34.13,116.3,5.55,5.04,80.17,175.96,2.02
Groundnut,41.13,67.5,27.94,6.33,30.49,73.53,102.19,1.42
Rice,78.34,16.13,55.39,5.77,29.95,80.85,122.45,2.61
Sugarcane,174.39,93.12,129.61,7.14,32.73,87.67,303.66,7.21
Potato,128.83,89.98,86.29,6.91,22.34,77.09,175.63,2.28
Sugarcane,188.95,109.97,95.14,8.17,26.54,80.09,210.86,7.38
Wheat,66.42,68.23,49.35,7.54,22.07,61.48,79.48,2.61
Cotton,80.14,21.34,78.61,6.37,17.54,67.97,91.96,1.68
Groundnut,1.12,35.58,62.88,5.37,20.31,69.8,77.51,1.19
Sugarcane,185.27,140.41,74.21,7.34,37.51,71.25,212.31,7.08
Rice,110.12,24.0,69.24,6.53,30.54,94.88,238.44,2.6
Sugarcane,179.85,154.17,84.22,7.36,32.55,80.57,356.4,6.86
Onion,97.15,81.05,47.28,7.24,22.97,74.21,136.27,1.67
Groundnut,0.0,16.52,3.19,6.15,15.24,58.4,106.69,1.13
Soybean,95.13,78.04,58.28,6.34,25.47,61.48,141.4,1.63
Potato,181.98,60.87,103.08,6.16,23.81,58.19,133.73,2.31
Potato,202.54,79.22,88.11,7.01,22.01,88.74,89.52,2.26
Rice,47.5,13.9,51.64,6.83,25.59,94.32,181.55,2.62
Rice,78.92,35.14,65.55,5.98,24.23,68.09,294.18,2.92
Groundnut,6.94,44.25,56.98,6.53,24.12,56.0,27.23,1.33
Wheat,158.47,48.36,72.72,6.71,14.52,66.8,267.38,2.58
Onion,87.58,43.01,88.18,6.95,18.17,64.38,110.76,1.75
Cotton,145.36,75.52,73.96,6.98,29.98,48.92,169.0,1.96
Cotton,114.73,84.27,81.06,7.12,25.41,54.22,63.2,2.17
Tomato,55.97,79.37,94.63,6.55,21.33,69.84,31.3,2.51
Onion,95.09,80.3,57.84,6.92,24.0,55.24,77.45,1.75
Tomato,110.92,48.47,74.35,6.52,35.59,66.75,86.13,2.67
Maize,195.05,101.46,88.98,6.83,28.21,54.5,162.33,2.76
Soybean,94.2,60.77,54.52,6.08,30.25,45.93,117.4,2.0
Soybean,19.35,67.68,46.53,6.78,36.0,73.25,178.63,1.97
Groundnut,44.76,32.68,7.2,6.39,25.0,72.84,76.24,1.28
Tomato,85.23,53.12,61.14,6.07,23.74,63.93,251.46,2.7
Wheat,152.54,57.78,62.12,6.79,33.12,58.91,119.81,2.48
Onion,110.06,78.42,71.74,6.42,18.1,77.46,205.07,1.53
Cotton,136.2,20.68,53.13,6.5,30.06,53.21,131.9,2.23
Soybean,60.41,61.88,23.24,7.08,31.48,73.62,136.0,1.76
Sugarcane,158.13,106.11,115.12,8.21,28.03,77.7,305.72,7.45
Onion,81.33,44.42,39.5,6.35,29.36,65.63,96.29,1.82
Soybean,81.61,55.58,34.77,7.28,23.15,60.69,125.97,2.46
Groundnut,5.35,64.19,35.07,6.32,31.61,42.8,55.18,1.5
Groundnut,32.92,54.24,54.23,5.76,32.28,68.2,111.92,1.7
Potato,184.95,68.12,113.23,6.87,21.2,72.78,265.91,2.2
Potato,191.96,71.57,121.36,5.73,19.62,68.93,245.06,2.11
Tomato,86.76,61.9,90.74,6.49,19.93,80.37,182.96,2.32
Rice,53.69,36.81,29.38,6.76,37.2,76.19,278.84,2.65
Onion,113.67,38.11,59.55,5.92,15.57,69.75,68.5,1.67
Maize,205.09,72.75,68.03,6.42,18.29,64.19,105.48,3.18
Potato,157.13,77.77,106.69,6.3,12.02,65.58,41.07,2.23
Maize,172.1,99.83,53.81,7.49,26.92,66.07,149.44,3.04
Sugarcane,236.7,98.94,127.77,6.73,42.14,72.51,215.39,7.01
Wheat,125.11,58.6,49.69,6.1,15.98,70.74,106.01,2.43
Onion,68.34,48.23,34.82,6.66,18.01,75.1,124.54,2.16
Cotton,88.55,44.3,93.67,7.2,23.29,60.56,139.83,1.87
Sugarcane,180.46,103.81,128.93,7.55,27.18,67.92,289.89,6.83
Maize,125.77,98.19,55.94,6.42,18.99,73.4,183.89,3.42
Maize,161.22,73.29,51.76,6.14,19.87,72.48,207.96,3.84
Maize,132.4,85.3,42.59,7.45,21.27,59.75,172.43,3.78
Groundnut,28.95,50.75,32.17,6.33,26.65,52.16,106.36,1.75
Tomato,190.49,47.78,63.21,6.64,19.04,59.27,48.16,2.17
Wheat,97.5,34.33,54.99,5.82,22.46,54.43,129.51,2.7
Sugarcane,211.15,87.4,109.04,7.97,24.94,82.54,194.34,7.65
Soybean,58.64,45.0,72.98,6.86,22.6,71.27,94.5,1.49
Groundnut,35.68,42.87,21.08,6.85,22.44,61.44,154.0,1.45
Wheat,97.97,65.95,69.11,7.44,29.36,55.43,159.79,2.4
Potato,169.99,83.67,96.43,5.69,16.26,77.36,101.69,2.28
Potato,150.5,49.21,78.97,5.67,25.84,66.69,147.21,1.98
Potato,126.71,51.18,113.41,5.34,22.54,79.68,146.23,2.36
Sugarcane,293.1,109.55,77.6,7.94,30.93,96.11,224.7,6.93
